0.10680003,-1.688241,2
-0.3328423,0.32756922,0
1.019265,0.73073125,4
0.04043861,-0.8819169,2
-0.7144186,0.73073125,0
-0.29136664,0.73073125,0
-0.38261315,0.73073125,0
0.4966713,-0.8819169,2
3.0515733,-2.4945674,1
-0.191825,0.73073125,0
3.3087225,-1.688241,1
1.4754972,-1.285079,3
1.3427755,-1.285079,3
-0.33284238,0.73073125,0
-0.48215467,0.73073125,0
-0.10887371,-1.285079,2
-0.5236305,0.73073125,0
-0.4655646,0.73073125,0
-0.06739786,0.73073125,0
-0.5319256,0.73073125,0
-0.4904499,0.73073125,0
0.34735876,0.32756922,4
-0.46556452,0.73073125,0
-0.5485158,0.73073125,0
-0.52363044,-0.8819169,2
-0.8056652,0.73073125,0
-0.51533526,-1.285079,2
-0.61487705,0.73073125,0
-0.77248466,0.73073125,0
-0.5485158,-0.8819169,2
-0.70612353,0.73073125,0
-0.7724846,0.73073125,0
