0.22177425,0.25000095,2
0.114919394,0.87500095,0
0.4435484,1.0,3
0.20564514,0.50000095,2
0.022177458,1.0,0
0.12500003,1.0,0
0.1028226,1.0,0
0.31653228,0.50000095,2
0.9375,0.0,1
0.14919358,1.0,0
1.0,0.25000095,1
0.5544355,0.37500095,5
0.52217746,0.37500095,5
0.114919364,1.0,0
0.07862908,1.0,0
0.16935486,0.37500095,2
0.06854841,1.0,0
0.0826613,1.0,0
0.17943555,1.0,0
0.066532284,1.0,0
0.07661295,1.0,0
0.28024194,0.87500095,3
0.08266133,1.0,0
0.06250006,1.0,0
0.06854844,0.50000095,4
0.0,1.0,0
0.07056457,0.37500095,4
0.046370983,1.0,0
0.008064508,1.0,0
0.06250006,0.50000095,4
0.024193555,1.0,0
0.008064538,1.0,0
